x,y,z,A,B,C
-20.2816,6.99004,-707.784,-0.163351,-1.39257,-0.172094
-20.2955,6.9471,-707.389,-0.164196,-1.39262,-0.173112
-20.3047,6.92772,-707.477,-0.164642,-1.39262,-0.173467
-20.3112,6.91525,-707.578,-0.164496,-1.39262,-0.173304
-20.2151,6.96754,-707.404,-0.164475,-1.39265,-0.173313
-20.2213,6.96363,-707.508,-0.16466,-1.39265,-0.173484
-20.2952,6.97455,-707.211,-0.165179,-1.39276,-0.174133
-20.3189,6.96811,-707.306,-0.164989,-1.39276,-0.173888
-20.3462,6.97411,-707.409,-0.164959,-1.39278,-0.17387
-20.1715,7.13863,-706.67,-0.164925,-1.39291,-0.173877
-20.1888,7.13717,-706.741,-0.165091,-1.39291,-0.173987
-20.1725,7.07796,-706.59,-0.165372,-1.39285,-0.174404
-20.1855,7.07306,-706.65,-0.164973,-1.39281,-0.17397
-20.2038,7.07226,-706.711,-0.165397,-1.39279,-0.174315
-20.2923,7.11834,-707.05,-0.163703,-1.39277,-0.172525
-20.3122,7.11393,-707.148,-0.163485,-1.39278,-0.172324
-20.4004,7.0166,-707.233,-0.163039,-1.39277,-0.17197
-20.4321,7.00593,-707.336,-0.163403,-1.39275,-0.172358
-20.4581,7.00145,-707.45,-0.162762,-1.3927,-0.17171
-20.2322,7.00609,-707.242,-0.163751,-1.39265,-0.172665
-20.2399,7.00586,-707.353,-0.164216,-1.39271,-0.173131
-20.2627,6.9746,-707.036,-0.164556,-1.39282,-0.173584
-20.267,6.96969,-707.127,-0.16463,-1.39274,-0.173591
-20.2728,6.9704,-707.219,-0.16443,-1.39271,-0.17343
-20.2914,7.08945,-707.418,-0.163456,-1.39267,-0.172441
-20.311,7.10534,-707.527,-0.163268,-1.39267,-0.172212
-20.3479,7.23509,-707.815,-0.16279,-1.39269,-0.171734
-20.3745,7.26445,-707.935,-0.162974,-1.39269,-0.171859
-20.4034,7.29074,-708.061,-0.162915,-1.39257,-0.171711
-20.3547,7.14721,-708.204,-0.161844,-1.39268,-0.170858
-20.383,7.161,-708.347,-0.161568,-1.3927,-0.170601
-20.2099,7.12137,-708.073,-0.162671,-1.39267,-0.17165
-20.2199,7.11164,-708.213,-0.162826,-1.39268,-0.17176
-20.2306,7.11651,-708.351,-0.162563,-1.39266,-0.171476
-20.2749,7.00514,-707.814,-0.163631,-1.39277,-0.172705
-20.2866,6.99295,-707.931,-0.163838,-1.39284,-0.172936
-20.2164,7.00441,-707.699,-0.16409,-1.39274,-0.173081
-20.2156,6.99445,-707.813,-0.164184,-1.39276,-0.173125
-20.2132,6.99495,-707.926,-0.164197,-1.39275,-0.173198
-20.2173,7.03757,-707.657,-0.164518,-1.39269,-0.173547
-20.2169,7.03913,-707.766,-0.164786,-1.39268,-0.173778
-20.2241,7.04858,-707.575,-0.164711,-1.39271,-0.173602
-20.2261,7.0454,-707.68,-0.16484,-1.39258,-0.173762
-20.2378,7.04402,-707.797,-0.164734,-1.39261,-0.17362
